path,line,end_line,zone,symbol,rule,severity,claim_type,confidence,evidence
hardware/tests/test_write_final_evidence_manifest.py,635,635,test,WriteFinalEvidenceManifestTests.payload_for_artifact,very-long-line,low,fact,high,line length=207
hardware/tests/test_write_final_evidence_manifest.py,636,636,test,WriteFinalEvidenceManifestTests.payload_for_artifact,very-long-line,low,fact,high,line length=188
hardware/tests/test_write_final_evidence_manifest.py,645,645,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"""exact"": {""exists"": False, ""path"": ""/home/kjm26/project/PRJXR/XR-VITs""},"
hardware/tests/test_write_final_evidence_manifest.py,646,646,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"""replacement_candidate"": {""exists"": True, ""path"": ""/home/kjm26/project/PRJXR/XR-VIT/XR_Accel""},"
hardware/tests/test_write_final_evidence_manifest.py,798,798,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"""python3 tools/run_third_goal_final_signoff.py --import-qkv-uram-smoke-json /tmp/qkv.json --dry-run-import-qkv-uram-smoke --allow-blocked"","
hardware/tests/test_write_final_evidence_manifest.py,798,798,test,WriteFinalEvidenceManifestTests.payload_for_artifact,very-long-line,low,fact,high,line length=167
hardware/tests/test_write_final_evidence_manifest.py,985,985,test,WriteFinalEvidenceManifestTests.populate_required,very-long-line,low,fact,high,line length=248
hardware/tests/test_write_final_evidence_manifest.py,1200,1200,test,WriteFinalEvidenceManifestTests.test_pynq_validator_basename_logic_failure_fails_manifest,hard-coded-absolute-path,high,fact,high,"path.write_text(""artifact_prefix = 'present'\nif require_paths:\n    pass\n"")"
hardware/tests/test_write_final_evidence_manifest.py,1252,1252,test,WriteFinalEvidenceManifestTests.test_xr_vits_policy_preview_failure_fails_manifest,hard-coded-absolute-path,high,fact,high,"payload[""policy""][""approval_event""][""replacement_path""] = ""/tmp/alternate"""
hardware/tests/test_write_final_evidence_manifest.py,1671,1671,test,WriteFinalEvidenceManifestTests.test_unblock_intake_path_drift_fails_manifest,hard-coded-absolute-path,high,fact,high,"payload[""blocker_status""][""C3b AXIS/DMA physical smoke result""][""next_input_path""] = ""/tmp/wrong.json"""
hardware/tests/test_write_final_evidence_manifest.py,1672,1672,test,WriteFinalEvidenceManifestTests.test_unblock_intake_path_drift_fails_manifest,hard-coded-absolute-path,high,fact,high,"payload[""next_inputs""][0][""path""] = ""/tmp/wrong.json"""
hardware/tests/test_write_final_operator_handoff.py,31,31,test,sample_readiness,hard-coded-absolute-path,high,fact,high,"""physical_result"": {""path"": ""/tmp/HGTXR/hardware/pynq/hgtxr/e2e_axis_dma_c3b_mem16_file_smoke.json""},"
hardware/tests/test_write_final_operator_handoff.py,32,32,test,sample_readiness,hard-coded-absolute-path,high,fact,high,"""tar"": {""path"": ""/tmp/bundle.tar.gz"", ""sha256"": ""abc123""},"
hardware/tests/test_write_final_operator_handoff.py,47,47,test,sample_trace,hard-coded-absolute-path,high,fact,high,"""path"": ""/tmp/HGTXR/docs/resources/final_evidence_manifest_2026_06_10.json"","
hardware/tests/test_write_final_operator_handoff.py,65,65,test,WriteFinalOperatorHandoffTests.test_build_handoff_summarizes_operator_actions_without_side_effects,hard-coded-absolute-path,high,fact,high,"root=Path(""/tmp/HGTXR""),"
hardware/tests/test_write_final_unblock_closeout_packet.py,20,314,test,WriteFinalUnblockCloseoutPacketTests,large-class,medium,fact,high,class spans 295 lines
hardware/tests/test_write_final_unblock_closeout_packet.py,26,214,test,WriteFinalUnblockCloseoutPacketTests.populate,large-function,high,fact,high,function spans 189 lines
hardware/tests/test_write_final_unblock_closeout_packet.py,52,52,test,WriteFinalUnblockCloseoutPacketTests.populate,hard-coded-absolute-path,high,fact,high,"""python3 tools/check_final_blocker_closure_readiness.py --root /tmp/HGTXR"","
hardware/tests/test_write_final_unblock_closeout_packet.py,53,53,test,WriteFinalUnblockCloseoutPacketTests.populate,hard-coded-absolute-path,high,fact,high,"""python3 tools/check_final_blocker_closure_readiness.py --root /tmp/HGTXR --xr-vits-mode exact"","
hardware/tests/test_write_final_unblock_closeout_packet.py,63,63,test,WriteFinalUnblockCloseoutPacketTests.populate,hard-coded-absolute-path,high,fact,high,"{""id"": ""U2a"", ""commands"": [""test -d /tmp/XR-VITs""]},"
hardware/tests/test_write_final_unblock_closeout_packet.py,95,95,test,WriteFinalUnblockCloseoutPacketTests.populate,hard-coded-absolute-path,high,fact,high,"""python3 tools/run_third_goal_final_signoff.py --import-qkv-uram-smoke-json /tmp/qkv.json --dry-run-import-qkv-uram-smoke --allow-blocked"","
hardware/tests/test_write_final_unblock_closeout_packet.py,95,95,test,WriteFinalUnblockCloseoutPacketTests.populate,very-long-line,low,fact,high,line length=167
hardware/tests/test_write_final_unblock_closeout_packet.py,125,125,test,WriteFinalUnblockCloseoutPacketTests.populate,hard-coded-absolute-path,high,fact,high,"""tar"": {""path"": ""/tmp/bundle.tar.gz"", ""sha256"": ""a"" * 64},"
hardware/tests/test_write_final_unblock_closeout_packet.py,137,137,test,WriteFinalUnblockCloseoutPacketTests.populate,hard-coded-absolute-path,high,fact,high,"""requested_path"": ""/tmp/XR-VITs"","
hardware/tests/test_write_final_unblock_closeout_packet.py,139,139,test,WriteFinalUnblockCloseoutPacketTests.populate,hard-coded-absolute-path,high,fact,high,"""candidate"": {""status"": ""pass"", ""replacement_path"": ""/tmp/XR_Accel"", ""score"": 99},"
hardware/tests/test_write_final_unblock_commands.py,20,198,test,WriteFinalUnblockCommandsTests,large-class,medium,fact,high,class spans 179 lines
hardware/tests/test_write_final_unblock_commands.py,30,112,test,WriteFinalUnblockCommandsTests.test_build_commands_covers_known_blockers_without_side_effects,large-function,medium,fact,high,function spans 83 lines
hardware/tests/test_write_final_unblock_commands.py,132,198,test,WriteFinalUnblockCommandsTests.test_cli_writes_json_and_markdown,large-function,medium,fact,high,function spans 67 lines
hardware/tests/test_write_final_unblock_commands.py,31,31,test,WriteFinalUnblockCommandsTests.test_build_commands_covers_known_blockers_without_side_effects,hard-coded-absolute-path,high,fact,high,"root = Path(""/tmp/XR-VIT/HGTXR"")"
hardware/tests/test_write_final_unblock_commands.py,41,41,test,WriteFinalUnblockCommandsTests.test_build_commands_covers_known_blockers_without_side_effects,hard-coded-absolute-path,high,fact,high,"""canonical_result_path"": ""/tmp/XR-VIT/HGTXR/hardware/pynq/hgtxr/e2e_axis_dma_c3b_mem16_file_smoke.json"","
hardware/tests/test_write_final_unblock_commands.py,45,45,test,WriteFinalUnblockCommandsTests.test_build_commands_covers_known_blockers_without_side_effects,very-long-line,low,fact,high,line length=172
hardware/tests/test_write_final_unblock_commands.py,46,46,test,WriteFinalUnblockCommandsTests.test_build_commands_covers_known_blockers_without_side_effects,very-long-line,low,fact,high,line length=161
hardware/tests/test_write_final_unblock_commands.py,99,99,test,WriteFinalUnblockCommandsTests.test_build_commands_covers_known_blockers_without_side_effects,hard-coded-absolute-path,high,fact,high,"self.assertIn(""test -d /home/kjm26/project/PRJXR/XR-VITs"", card[""sections""][3][""options""][0][""commands""][0])"
hardware/tests/test_write_final_unblock_commands.py,115,115,test,WriteFinalUnblockCommandsTests.test_build_commands_ready_when_no_blockers,hard-coded-absolute-path,high,fact,high,"root = Path(""/tmp/XR-VIT/HGTXR"")"
hardware/tests/test_write_final_unblock_commands.py,154,154,test,WriteFinalUnblockCommandsTests.test_cli_writes_json_and_markdown,very-long-line,low,fact,high,line length=166
hardware/tests/test_write_final_unblock_commands.py,155,155,test,WriteFinalUnblockCommandsTests.test_cli_writes_json_and_markdown,very-long-line,low,fact,high,line length=180
hardware/tests/test_write_final_unblock_commands.py,156,156,test,WriteFinalUnblockCommandsTests.test_cli_writes_json_and_markdown,very-long-line,low,fact,high,line length=169
hardware/tests/test_write_p2_vit_scale_calibration_report.py,25,90,test,P2VitScaleCalibrationReportTests.make_hardware,large-function,medium,fact,high,function spans 66 lines
hardware/tests/test_write_spec_plan_conformance_audit.py,20,327,test,WriteSpecPlanConformanceAuditTests,large-class,high,fact,high,class spans 308 lines
hardware/tests/test_write_spec_plan_conformance_audit.py,20,327,test,WriteSpecPlanConformanceAuditTests,high-branch-density,medium,inference,medium,AST branch proxy=22
hardware/tests/test_write_spec_plan_conformance_audit.py,31,115,test,WriteSpecPlanConformanceAuditTests.populate_minimal_root,large-function,medium,fact,high,function spans 85 lines
hardware/tests/test_write_third_goal_completion_audit.py,125,656,test,WriteThirdGoalCompletionAuditTests,large-class,high,fact,high,class spans 532 lines
hardware/tests/test_write_third_goal_completion_audit.py,125,656,test,WriteThirdGoalCompletionAuditTests,high-branch-density,medium,inference,medium,AST branch proxy=13
hardware/tests/test_write_third_goal_completion_audit.py,130,514,test,WriteThirdGoalCompletionAuditTests.make_root,large-function,high,fact,high,function spans 385 lines
hardware/tests/test_write_third_goal_completion_audit.py,179,179,test,WriteThirdGoalCompletionAuditTests.make_root,hard-coded-absolute-path,high,fact,high,"{""name"": ""hardware_root_expected_prefix"", ""status"": ""pass"", ""detail"": ""/home/kjm26/project""},"
hardware/tests/test_write_third_goal_completion_audit.py,290,290,test,WriteThirdGoalCompletionAuditTests.make_root,hard-coded-absolute-path,high,fact,high,"""python3 tools/run_third_goal_final_signoff.py --import-qkv-uram-smoke-json /tmp/qkv.json --dry-run-import-qkv-uram-smoke --allow-blocked"","
hardware/tests/test_write_third_goal_completion_audit.py,290,290,test,WriteThirdGoalCompletionAuditTests.make_root,very-long-line,low,fact,high,line length=163
hardware/tests/test_write_third_goal_current_audit.py,19,680,test,ThirdGoalCurrentAuditTests,large-class,high,fact,high,class spans 662 lines
hardware/tests/test_write_third_goal_current_audit.py,28,537,test,ThirdGoalCurrentAuditTests.make_hardware_root,large-function,high,fact,high,function spans 510 lines
hardware/tests/test_write_third_goal_current_audit.py,539,648,test,ThirdGoalCurrentAuditTests.test_build_audit_marks_external_blockers,large-function,medium,fact,high,function spans 110 lines
hardware/tests/test_write_third_goal_current_audit.py,80,80,test,ThirdGoalCurrentAuditTests.make_hardware_root,hard-coded-absolute-path,high,fact,high,"""python3 tools/run_third_goal_final_signoff.py --import-qkv-uram-smoke-json /tmp/qkv.json --dry-run-import-qkv-uram-smoke --allow-blocked"","
hardware/tests/test_write_third_goal_current_audit.py,80,80,test,ThirdGoalCurrentAuditTests.make_hardware_root,very-long-line,low,fact,high,line length=163
hardware/tests/test_write_third_goal_requirements_trace.py,63,63,test,sample_command_card,hard-coded-absolute-path,high,fact,high,"""policy_path"": ""/tmp/HGTXR/docs/resources/xr_vits_replacement_policy.json"","
hardware/tests/test_write_third_goal_requirements_trace.py,64,64,test,sample_command_card,hard-coded-absolute-path,high,fact,high,"""candidate_audit"": ""/tmp/HGTXR/docs/resources/xr_vits_candidate_audit_2026_06_10.json"","
hardware/tests/test_write_third_goal_requirements_trace.py,129,129,test,sample_xr_vits_resolution,hard-coded-absolute-path,high,fact,high,"""requested_path"": ""/tmp/XR-VITs"","
hardware/tests/test_write_third_goal_requirements_trace.py,134,134,test,sample_xr_vits_resolution,hard-coded-absolute-path,high,fact,high,"""replacement_path"": ""/tmp/XR-VIT/XR_Accel"","
hardware/tests/test_write_third_goal_requirements_trace.py,179,179,test,WriteThirdGoalRequirementsTraceTests.test_build_trace_links_requirements_resources_and_actions,hard-coded-absolute-path,high,fact,high,"root=Path(""/tmp/HGTXR""),"
hardware/tests/test_write_third_goal_requirements_trace.py,198,198,test,WriteThirdGoalRequirementsTraceTests.test_build_trace_links_requirements_resources_and_actions,very-long-line,low,fact,high,line length=173
hardware/tests/test_write_third_goal_requirements_trace.py,202,202,test,WriteThirdGoalRequirementsTraceTests.test_build_trace_links_requirements_resources_and_actions,very-long-line,low,fact,high,line length=168
hardware/tests/test_write_third_goal_requirements_trace.py,229,229,test,WriteThirdGoalRequirementsTraceTests.test_build_trace_blocks_on_failed_evidence_manifest_contract,hard-coded-absolute-path,high,fact,high,"root=Path(""/tmp/HGTXR""),"
hardware/tests/test_write_third_goal_unblock_checklist.py,46,46,test,WriteThirdGoalUnblockChecklistTests.test_build_checklist_covers_two_known_blockers,hard-coded-absolute-path,high,fact,high,"root = Path(""/tmp/XR-VIT/HGTXR"")"
hardware/tests/test_write_third_goal_unblock_checklist.py,62,62,test,WriteThirdGoalUnblockChecklistTests.test_build_checklist_ready_when_no_blockers,hard-coded-absolute-path,high,fact,high,"root = Path(""/tmp/XR-VIT/HGTXR"")"
hardware/tests/test_write_vref_p0_pot_scale_successor.py,20,251,test,WriteVrefP0PotScaleSuccessorTests,large-class,medium,fact,high,class spans 232 lines
hardware/tests/test_xr_accel_config_schema.py,32,247,test,XRAccelConfigTests,large-class,medium,fact,high,class spans 216 lines
hardware/tests/test_xr_accel_config_schema.py,32,247,test,XRAccelConfigTests,high-branch-density,medium,inference,medium,AST branch proxy=23
hardware/tests/test_xr_accel_config_schema.py,58,58,test,XRAccelConfigTests.test_schema_policy_is_explicit_and_has_no_defaults,hard-coded-absolute-path,high,fact,high,"self.assertEqual(""https://json-schema.org/draft/2020-12/schema"", schema[""$schema""])"
hardware/tests/test_xr_accel_config_schema.py,171,171,test,XRAccelConfigTests.test_unsafe_path_variants_are_rejected,hard-coded-absolute-path,high,fact,high,"""/tmp/model.json"", ""C:/tmp/model.json"", ""C:\\tmp\\model.json"","
hardware/tools/audit_final_unblock_candidates.py,196,199,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/audit_reference_inputs.py,143,143,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/audit_reference_inputs.py,86,86,maintained,build_audit,hard-coded-absolute-path,high,fact,high,"""mkdir -p /home/kjm26/project/PRJXR/XR-VIT/PAPER_PRJXR/05_RESOURCES"","
hardware/tools/audit_reference_inputs.py,87,87,maintained,build_audit,hard-coded-absolute-path,high,fact,high,"""cp -a /home/kjm26/project/PRJXR/XR-VIT/HGPIPE/DeiT-Tiny\\ C-Syn\\ Results.png /home/kjm26/project/PRJXR/XR-VIT/PAPER_PRJXR/05_RESOURCES/DeiT-Tiny\\ C-Syn\\ Results.png"","
hardware/tools/audit_reference_inputs.py,87,87,maintained,build_audit,very-long-line,low,fact,high,line length=182
hardware/tools/audit_reference_inputs.py,88,88,maintained,build_audit,hard-coded-absolute-path,high,fact,high,"""# restore or clone the requested /home/kjm26/project/PRJXR/XR-VITs checkout"","
hardware/tools/audit_xr_vits_candidates.py,29,70,maintained,candidate_report,high-branch-density,medium,inference,medium,AST branch proxy=20
hardware/tools/audit_xr_vits_candidates.py,152,152,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/check_c3b_board_smoke_readiness.py,53,193,maintained,build_readiness,large-function,high,fact,high,function spans 141 lines
hardware/tools/check_c3b_board_smoke_readiness.py,53,193,maintained,build_readiness,high-branch-density,high,inference,medium,AST branch proxy=35
hardware/tools/check_c3b_board_smoke_readiness.py,292,296,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/check_c3b_board_smoke_readiness.py,227,227,maintained,render_markdown,hard-coded-absolute-path,high,fact,high,"""python3 tools/import_pynq_smoke_result.py /path/to/e2e_axis_dma_c3b_mem16_file_smoke.json --preset axis-c3b-mem16 --json-out /tmp/hgtxr_c3b_smoke_import.json --validation-out /tmp/hgtxr_c3b_smoke_validation.json"","
hardware/tools/check_c3b_board_smoke_readiness.py,227,227,maintained,render_markdown,very-long-line,low,fact,high,line length=222
hardware/tools/check_final_blocker_closure_readiness.py,207,304,maintained,build_operator_unblock_plan,large-function,medium,fact,high,function spans 98 lines
hardware/tools/check_final_blocker_closure_readiness.py,307,407,maintained,build_readiness,large-function,medium,fact,high,function spans 101 lines
hardware/tools/check_final_blocker_closure_readiness.py,410,481,maintained,render_markdown,large-function,medium,fact,high,function spans 72 lines
hardware/tools/check_final_blocker_closure_readiness.py,410,481,maintained,render_markdown,high-branch-density,medium,inference,medium,AST branch proxy=13
hardware/tools/check_final_blocker_closure_readiness.py,513,516,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/check_hls_axis_payload_contract.py,243,243,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/check_hls_axis_payload_contract.py,214,214,maintained,render_markdown,very-long-line,low,fact,high,line length=182
hardware/tools/check_hls_xsimk_direct_probe.py,69,132,maintained,compare_tv_outputs,large-function,medium,fact,high,function spans 64 lines
hardware/tools/check_hls_xsimk_direct_probe.py,69,132,maintained,compare_tv_outputs,high-branch-density,medium,inference,medium,AST branch proxy=13
hardware/tools/check_hls_xsimk_direct_probe.py,142,191,maintained,classify_probe,high-branch-density,medium,inference,medium,AST branch proxy=14
hardware/tools/check_hls_xsimk_direct_probe.py,194,266,maintained,build_probe,large-function,medium,fact,high,function spans 73 lines
hardware/tools/check_hls_xsimk_direct_probe.py,332,332,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/check_hls_xsimk_progress_probe.py,80,220,maintained,build_probe,large-function,high,fact,high,function spans 141 lines
hardware/tools/check_hls_xsimk_progress_probe.py,80,220,maintained,build_probe,high-branch-density,medium,inference,medium,AST branch proxy=17
hardware/tools/check_hls_xsimk_progress_probe.py,285,285,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/check_hls_xsimk_progress_probe.py,24,24,maintained,<module>,hard-coded-absolute-path,high,fact,high,"DEFAULT_WORKDIR = Path(""/tmp/hgtxr_xsim_progress_probe_full_300"")"
hardware/tools/check_hls_xsimk_progress_probe.py,127,127,maintained,build_probe,very-long-line,low,fact,high,line length=188
hardware/tools/check_hls_xsimk_progress_probe.py,216,216,maintained,build_probe,very-long-line,low,fact,high,line length=162
hardware/tools/check_runtime_mode_board_latency_gate.py,210,234,maintained,main,high-branch-density,medium,inference,medium,AST branch proxy=13
hardware/tools/check_runtime_mode_board_latency_gate.py,233,233,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/check_third_goal_preflight.py,62,132,maintained,check_xr_vits_reference,large-function,medium,fact,high,function spans 71 lines
hardware/tools/check_third_goal_preflight.py,334,455,maintained,check_pynq_overlay_artifacts,large-function,high,fact,high,function spans 122 lines
hardware/tools/check_third_goal_preflight.py,334,455,maintained,check_pynq_overlay_artifacts,high-branch-density,high,inference,medium,AST branch proxy=28
hardware/tools/check_third_goal_preflight.py,458,607,maintained,check_e2e_weight_artifacts,large-function,high,fact,high,function spans 150 lines
hardware/tools/check_third_goal_preflight.py,458,607,maintained,check_e2e_weight_artifacts,high-branch-density,high,inference,medium,AST branch proxy=37
hardware/tools/check_third_goal_preflight.py,610,703,maintained,check_c3b_axis_dma_smoke_bundle,large-function,medium,fact,high,function spans 94 lines
hardware/tools/check_third_goal_preflight.py,610,703,maintained,check_c3b_axis_dma_smoke_bundle,high-branch-density,medium,inference,medium,AST branch proxy=20
hardware/tools/check_third_goal_preflight.py,706,814,maintained,check_c3b_smoke_session,large-function,medium,fact,high,function spans 109 lines
hardware/tools/check_third_goal_preflight.py,706,814,maintained,check_c3b_smoke_session,high-branch-density,high,inference,medium,AST branch proxy=33
hardware/tools/check_third_goal_preflight.py,817,889,maintained,check_vref_successor_smoke_bundle,large-function,medium,fact,high,function spans 73 lines
hardware/tools/check_third_goal_preflight.py,892,1051,maintained,check_qkv_uram_successor_smoke_artifacts,large-function,high,fact,high,function spans 160 lines
hardware/tools/check_third_goal_preflight.py,892,1051,maintained,check_qkv_uram_successor_smoke_artifacts,high-branch-density,high,inference,medium,AST branch proxy=36
hardware/tools/check_third_goal_preflight.py,1283,1361,maintained,main,large-function,medium,fact,high,function spans 79 lines
hardware/tools/check_third_goal_preflight.py,1354,1354,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/check_third_goal_preflight.py,1347,1347,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/check_third_goal_preflight.py,74,74,maintained,check_xr_vits_reference,hard-coded-absolute-path,high,fact,high,"""--root /home/kjm26/project/PRJXR/XR-VIT/HGTXR --approve --approved-by <approved-by> """
hardware/tools/check_third_goal_preflight.py,280,280,maintained,check_generated_artifacts,very-long-line,low,fact,high,line length=162
hardware/tools/check_third_goal_preflight.py,996,996,maintained,check_qkv_uram_successor_smoke_artifacts,very-long-line,low,fact,high,line length=164
hardware/tools/check_third_goal_preflight.py,1065,1065,maintained,check_c3b_physical_smoke_result,hard-coded-absolute-path,high,fact,high,"""--root /home/kjm26/project/PRJXR/XR-VIT/HGTXR """
hardware/tools/check_third_goal_preflight.py,1291,1291,maintained,main,very-long-line,low,fact,high,line length=161
hardware/tools/check_xr_vits_reference_resolution.py,34,81,maintained,check_candidate_audit,high-branch-density,medium,inference,medium,AST branch proxy=15
hardware/tools/check_xr_vits_reference_resolution.py,84,144,maintained,build_resolution,large-function,medium,fact,high,function spans 61 lines
hardware/tools/check_xr_vits_reference_resolution.py,200,203,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/check_xsim_snapshot_smoke.py,98,172,maintained,run_xsimk_mi_sequence,large-function,medium,fact,high,function spans 75 lines
hardware/tools/check_xsim_snapshot_smoke.py,98,172,maintained,run_xsimk_mi_sequence,high-branch-density,medium,inference,medium,AST branch proxy=16
hardware/tools/check_xsim_snapshot_smoke.py,175,275,maintained,run_smoke,large-function,medium,fact,high,function spans 101 lines
hardware/tools/check_xsim_snapshot_smoke.py,175,275,maintained,run_smoke,high-branch-density,medium,inference,medium,AST branch proxy=19
hardware/tools/check_xsim_snapshot_smoke.py,317,317,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/compare_hw_sw.py,25,25,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/create_xr_vits_replacement_policy.py,269,319,maintained,validate_inputs,high-branch-density,medium,inference,medium,AST branch proxy=15
hardware/tools/create_xr_vits_replacement_policy.py,456,522,maintained,main,large-function,medium,fact,high,function spans 67 lines
hardware/tools/create_xr_vits_replacement_policy.py,456,522,maintained,main,high-branch-density,medium,inference,medium,AST branch proxy=13
hardware/tools/create_xr_vits_replacement_policy.py,518,518,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/create_xr_vits_replacement_policy.py,471,471,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/create_xr_vits_replacement_policy.py,492,492,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/create_xr_vits_replacement_policy.py,26,26,maintained,<module>,work-marker,low,fact,high,"""todo"","
hardware/tools/create_xr_vits_replacement_policy.py,402,402,maintained,render_preview_markdown,very-long-line,low,fact,high,line length=163
hardware/tools/diagnose_hls_cosim_xsim.py,62,231,maintained,build_diagnosis,large-function,high,fact,high,function spans 170 lines
hardware/tools/diagnose_hls_cosim_xsim.py,298,298,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/diagnose_hls_cosim_xsim.py,56,56,maintained,extract_estimated_fmax,hard-coded-absolute-path,high,fact,high,"match = re.search(r""Estimated Fmax:\s*([0-9]+(?:\.[0-9]+)?)\s*MHz"", solution_log)"
hardware/tools/diagnose_hls_cosim_xsim.py,225,225,maintained,build_diagnosis,very-long-line,low,fact,high,line length=194
hardware/tools/discover_c3b_smoke_candidates.py,186,189,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/discover_pynq_smoke_candidates.py,248,252,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/export_e2e_m_axi_weights.py,98,98,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/export_s2_pytorch_golden.py,68,129,maintained,s2_approx_outputs,large-function,medium,fact,high,function spans 62 lines
hardware/tools/export_s2_pytorch_golden.py,155,227,maintained,main,large-function,medium,fact,high,function spans 73 lines
hardware/tools/export_s2_pytorch_golden.py,41,41,maintained,load_model,dynamic-execution,high,fact,high,eval
hardware/tools/export_s2_pytorch_golden.py,226,226,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/export_s2_pytorch_golden.py,211,211,maintained,main,very-long-line,low,fact,high,line length=196
hardware/tools/export_test_vectors.py,26,26,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/export_weights.py,22,22,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/extract_resource_metrics.py,102,168,maintained,main,large-function,medium,fact,high,function spans 67 lines
hardware/tools/extract_resource_metrics.py,167,167,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,42,157,maintained,classify,large-function,medium,fact,high,function spans 116 lines
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,42,157,maintained,classify,high-branch-density,medium,inference,medium,AST branch proxy=14
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,160,299,maintained,main,large-function,high,fact,high,function spans 140 lines
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,160,299,maintained,main,high-branch-density,medium,inference,medium,AST branch proxy=19
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,22,23,maintained,du_bytes,broad-except,medium,fact,high,catches Exception
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,38,39,maintained,mtime,broad-except,medium,fact,high,catches Exception
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,296,296,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,297,297,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,298,298,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,299,299,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,10,10,maintained,<module>,hard-coded-absolute-path,high,fact,high,"ROOT = Path(""/home/user/project/PRJXR"")"
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,226,226,maintained,main,hard-coded-absolute-path,high,fact,high,"""- /home/user/project/PRJXR"","
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,227,227,maintained,main,hard-coded-absolute-path,high,fact,high,"""- /home/user/project/PRJXR/HGTXR"","
hardware/tools/gen_cleanup_dry_run_2026_06_09.py,259,259,maintained,main,very-long-line,low,fact,high,line length=198
hardware/tools/generate_hls_config.py,18,18,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/hgtxr_sweep_expand.py,141,243,maintained,main,large-function,medium,fact,high,function spans 103 lines
hardware/tools/hgtxr_sweep_expand.py,141,243,maintained,main,high-branch-density,medium,inference,medium,AST branch proxy=19
hardware/tools/hgtxr_sweep_expand.py,242,242,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/hgtxr_sweep_expand.py,178,178,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/hgtxr_sweep_expand.py,235,235,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/import_pynq_smoke_result.py,102,173,maintained,import_result,large-function,medium,fact,high,function spans 72 lines
hardware/tools/import_pynq_smoke_result.py,200,200,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/pack_cyclic_weights.py,195,236,maintained,tensor_for_block,high-branch-density,medium,inference,medium,AST branch proxy=17
hardware/tools/pack_cyclic_weights.py,503,596,maintained,main,large-function,medium,fact,high,function spans 94 lines
hardware/tools/pack_cyclic_weights.py,500,500,maintained,self_test,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/pack_cyclic_weights.py,595,595,maintained,main,library-print,low,inference,medium,print call in maintained non-script module
hardware/tools/pack_cyclic_weights.py,176,176,maintained,linear_tile,very-long-line,low,fact,high,line length=163
